tarih,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22
2017-06-12,1,5,7,14,15,17,18,29,31,34,37,42,47,49,51,53,58,60,63,74,79,80
2017-06-15,8,12,16,18,25,27,29,30,32,33,38,44,49,51,52,53,59,63,72,74,75,77
2017-06-19,1,2,6,8,13,14,19,20,31,37,41,43,44,48,53,56,58,61,73,74,77,80
2017-06-22,3,7,13,15,26,29,32,34,42,46,47,54,59,60,61,62,63,64,67,68,70,78
2017-06-26,1,3,12,19,21,22,23,26,28,32,36,46,47,49,54,57,63,66,72,76,78,80
2017-06-29,2,3,4,6,9,10,23,25,26,30,32,33,37,39,57,68,70,72,74,75,78,79
2017-07-03,4,6,18,23,27,29,37,44,47,50,56,60,66,67,68,69,70,71,72,75,78,80
2017-07-06,3,8,12,17,23,25,29,35,43,47,50,53,54,62,63,64,65,67,71,72,74,78
2017-07-10,6,7,12,18,20,24,30,31,36,39,42,43,47,48,49,51,54,56,63,65,70,78
2017-07-13,6,9,17,19,27,29,31,35,39,41,47,48,52,55,58,62,65,66,67,68,72,77
2017-07-17,3,7,14,15,20,25,27,34,40,47,49,52,54,55,56,57,59,62,66,70,73,74
2017-07-20,3,5,12,20,23,25,26,28,29,30,32,36,43,44,52,54,57,59,61,63,68,72
2017-07-24,8,9,11,17,20,24,30,31,32,35,38,40,41,43,45,50,52,57,61,68,78,79
2017-07-27,22,25,28,30,34,36,39,46,49,52,53,54,57,59,61,70,72,73,75,76,77,80
2017-07-31,2,3,9,11,13,14,25,27,29,31,38,46,47,48,52,53,61,67,69,71,79,80
2017-08-03,1,3,4,6,8,9,16,19,22,23,32,35,37,40,47,50,51,53,55,63,74,75
2017-08-07,1,5,10,15,16,26,27,28,29,31,36,37,38,39,41,42,58,62,67,73,74,79
2017-08-10,3,17,19,21,26,31,35,43,46,48,50,51,55,56,59,61,66,67,69,73,79,80
2017-08-14,13,15,16,19,24,28,31,32,34,40,42,43,44,58,60,61,68,71,74,76,77,78
2017-08-17,2,6,11,18,20,21,24,26,29,30,32,35,54,57,58,67,69,71,75,77,79,80
2017-08-21,10,14,18,21,27,29,31,35,36,38,39,40,47,50,51,62,68,70,72,75,78,79
2017-08-24,8,10,14,16,17,18,26,29,30,36,38,39,41,47,48,49,52,54,66,67,75,77
2017-08-28,9,14,18,21,23,25,26,29,30,37,40,50,51,53,55,62,63,65,68,69,73,76
2017-08-31,4,9,11,12,15,22,23,28,30,32,34,41,43,44,48,53,55,61,64,65,68,77
2017-09-04,1,3,4,12,14,22,25,26,29,30,33,34,37,38,40,51,52,53,57,69,72,75
2017-09-07,8,9,10,12,14,16,18,21,23,25,28,29,31,33,34,38,46,54,63,64,67,70
2017-09-11,2,5,8,9,18,20,26,29,30,43,44,45,48,52,53,58,60,65,69,74,77,78
2017-09-14,8,10,12,15,18,19,25,27,30,32,33,34,44,47,53,54,55,63,64,67,71,77
2017-09-18,6,9,13,20,21,24,27,29,33,47,49,60,62,63,65,66,68,69,70,74,75,78
2017-09-21,6,12,15,17,19,23,24,25,31,33,35,36,40,43,44,50,52,53,55,69,71,76
2017-09-25,3,9,10,11,22,25,26,28,30,31,36,37,38,50,58,62,67,69,73,75,79,80
2017-09-28,2,4,9,11,13,15,17,18,25,31,33,41,42,44,51,52,54,58,60,69,73,79
2017-10-02,3,4,9,21,25,30,31,34,35,44,50,51,54,59,65,66,67,68,69,72,74,77
2017-10-05,1,6,9,10,11,14,15,18,21,22,24,26,28,29,38,39,42,43,56,67,77,80
2017-10-09,3,4,18,19,23,28,34,35,39,43,44,47,48,49,50,51,53,60,62,65,68,80
2017-10-12,4,5,8,12,14,24,25,27,28,29,30,35,36,38,39,50,51,58,59,72,74,75
2017-10-16,12,13,14,17,19,20,24,34,35,37,38,39,43,44,48,51,53,59,68,69,75,80
2017-10-19,3,4,6,8,16,24,25,30,31,33,37,38,40,44,46,47,48,54,56,66,67,70
2017-10-23,7,8,15,17,18,19,20,22,23,25,28,29,33,42,50,53,55,65,71,75,76,79
2017-10-26,3,5,6,8,12,17,20,22,28,30,40,42,44,47,49,52,58,69,73,75,77,79
2017-10-30,4,6,13,16,32,33,36,37,42,44,47,48,49,51,56,60,61,63,64,70,71,80
2017-11-02,4,13,18,36,38,39,40,41,44,47,52,53,54,57,59,65,66,69,70,72,75,79
2017-11-06,7,12,18,21,24,25,28,30,35,38,43,45,46,51,55,56,58,60,74,75,78,79
2017-11-09,2,6,7,8,10,12,17,20,26,28,32,33,35,38,42,44,52,56,57,72,73,79
2017-11-13,3,10,17,25,26,31,32,34,36,37,38,43,44,45,46,50,60,62,63,68,70,71
2017-11-16,2,3,4,9,14,16,18,19,20,26,27,28,36,38,44,45,47,48,49,58,60,75
2017-11-20,7,8,13,16,24,29,31,32,33,35,40,45,47,48,52,55,58,63,67,74,75,79
2017-11-23,6,13,18,26,30,31,34,37,38,39,41,42,49,50,51,53,61,66,68,69,73,79
2017-11-27,2,4,22,25,26,28,30,31,32,33,34,37,38,49,62,63,66,69,73,75,77,78
2017-11-30,5,6,8,10,14,15,16,17,20,22,23,29,36,43,54,60,62,64,67,68,72,78
2017-12-04,3,14,17,29,35,36,41,43,44,46,47,48,50,51,57,59,60,63,65,68,73,75
2017-12-07,3,9,17,18,19,20,28,33,37,40,42,43,44,52,54,60,67,69,70,72,73,74
2017-12-11,1,6,8,15,17,22,24,28,29,32,41,44,49,55,56,58,62,70,72,74,79,80
2017-12-14,1,10,13,15,27,32,34,36,41,43,44,45,46,47,48,52,56,57,62,77,79,80
2017-12-18,1,3,4,5,6,13,21,22,23,29,36,37,46,47,50,51,53,59,71,72,74,80
2017-12-21,2,16,17,21,22,23,24,27,29,30,36,40,43,49,53,55,61,72,73,74,75,78
2017-12-25,2,8,10,15,17,18,26,33,36,37,42,44,47,48,51,55,56,68,69,75,79,80
2017-12-28,3,9,11,19,27,31,33,34,37,38,40,42,47,49,55,63,68,70,71,73,75,79
2018-01-01,2,5,8,13,20,22,24,28,32,36,41,47,49,51,61,63,64,66,70,75,78,79
2018-01-04,1,10,14,23,27,30,31,33,34,39,50,52,56,61,62,67,68,69,70,76,77,79
2018-01-08,2,3,5,12,16,22,30,33,34,37,43,46,49,54,55,57,61,62,63,68,73,75
2018-01-11,1,9,12,15,18,20,22,29,37,47,52,56,58,60,64,67,68,70,71,73,75,78
2018-01-15,6,9,13,14,16,22,23,32,37,40,43,48,50,51,53,57,60,65,71,72,76,78
2018-01-18,4,9,10,12,13,14,17,21,27,31,43,45,46,47,48,51,52,61,67,74,75,76
2018-01-22,1,2,5,8,9,13,17,19,20,26,27,33,41,45,48,59,61,62,65,70,74,79
2018-01-25,10,13,14,21,25,27,28,29,34,40,44,48,53,54,56,60,68,69,70,71,77,79
2018-01-29,3,8,17,22,25,27,30,41,43,45,48,51,52,53,56,57,63,65,71,72,75,77
2018-02-01,7,9,12,14,16,26,27,39,47,48,49,50,53,59,63,64,67,68,70,72,77,80
2018-02-05,3,8,10,11,12,20,21,24,27,34,37,42,57,58,62,68,71,73,74,75,78,80
2018-02-08,2,4,11,16,18,19,21,22,32,44,49,50,51,52,53,57,58,71,72,73,74,77
2018-02-12,4,6,10,12,13,17,18,23,24,28,33,36,46,51,53,56,57,59,63,68,73,75
2018-02-15,3,7,8,12,14,15,16,17,30,33,42,45,46,49,69,70,72,73,77,78,79,80
2018-02-19,8,11,15,16,25,28,31,36,41,43,44,46,47,48,50,55,56,58,66,67,69,78
2018-02-22,6,9,10,19,22,23,33,36,42,44,46,48,50,54,56,59,61,63,65,69,70,74
2018-02-26,4,9,11,12,13,14,18,21,24,30,35,38,42,43,47,52,61,62,64,71,74,80
2018-03-01,2,3,7,10,17,23,26,27,28,29,38,42,45,46,47,50,66,70,71,73,78,79
2018-03-05,2,3,7,9,14,17,23,25,30,36,41,43,53,55,56,58,62,63,70,71,72,75
2018-03-08,3,7,15,16,18,20,22,23,26,35,36,37,39,42,52,54,57,62,70,78,79,80
2018-03-12,1,3,11,17,22,24,28,29,33,38,40,42,44,46,51,53,64,65,67,68,70,74
2018-03-15,4,5,7,14,16,18,21,22,24,25,39,40,41,49,61,63,68,69,70,74,79,80
2018-03-19,4,8,14,15,17,21,25,28,30,31,32,33,40,43,49,50,52,53,57,59,62,77
2018-03-22,4,6,10,13,15,21,31,36,41,48,51,55,56,58,59,63,65,67,69,73,76,77
2018-03-26,4,5,17,25,32,36,40,44,52,55,59,62,64,65,67,68,72,73,75,76,77,79
2018-03-29,1,2,3,4,13,17,19,25,27,31,35,36,47,50,53,56,60,64,66,68,69,76
2018-04-02,5,10,11,14,18,22,23,24,26,29,31,35,36,39,41,42,47,52,53,58,59,67
2018-04-05,7,9,10,12,14,16,24,28,34,39,43,44,47,48,53,55,57,62,66,72,73,77
2018-04-09,8,12,14,16,18,22,24,27,29,37,38,43,48,50,54,55,61,68,69,74,75,80
2018-04-12,2,3,7,10,12,13,15,22,24,34,35,40,44,47,50,53,65,66,67,68,70,74
2018-04-16,1,2,3,10,12,14,16,28,34,37,41,47,49,51,61,64,67,68,70,71,78,79
2018-04-19,1,4,10,16,17,20,22,23,24,30,31,33,37,38,52,53,59,62,63,64,76,80
2018-04-23,6,12,14,15,18,23,25,26,28,31,33,36,43,49,55,58,63,67,70,74,77,79
2018-04-26,1,2,7,16,21,23,26,27,28,37,38,40,44,46,51,55,59,62,66,76,77,79
2018-04-30,1,6,8,12,21,25,27,32,36,37,41,43,44,47,49,55,57,59,61,67,71,78
2018-05-03,1,3,5,12,14,16,17,22,28,31,33,37,39,40,44,49,55,56,57,66,70,79
2018-05-07,7,9,10,12,13,14,16,21,24,25,26,34,35,43,50,51,55,58,67,74,75,80
2018-05-10,2,6,13,14,17,21,25,27,30,32,36,38,40,48,49,50,53,59,60,64,66,78
2018-05-14,9,11,21,22,30,31,33,35,40,43,46,50,52,54,58,65,68,70,72,73,75,78
2018-05-17,4,20,21,23,34,37,39,41,43,45,50,51,52,53,56,60,65,69,73,74,78,79
2018-05-21,2,3,9,20,22,24,32,33,38,44,46,49,50,52,53,55,60,61,63,69,70,77
2018-05-24,1,3,9,12,14,16,17,21,24,25,26,28,33,36,38,44,49,50,61,66,68,71
2018-05-28,1,6,19,21,25,29,30,31,32,33,39,41,42,50,53,54,59,62,66,67,69,78
2018-05-31,2,9,10,20,22,24,26,27,30,35,37,40,45,53,54,57,65,67,69,74,77,80
2018-06-04,2,6,10,13,15,18,22,25,26,30,34,36,42,46,49,50,51,57,59,62,75,80
2018-06-07,1,3,10,12,13,29,30,33,38,39,41,43,44,49,50,56,61,62,68,75,79,80
2018-06-11,3,13,14,15,17,18,20,25,30,33,36,46,50,51,53,58,62,65,68,74,76,79
2018-06-14,3,11,16,24,25,27,28,35,40,43,46,47,56,57,58,64,65,66,68,69,77,78
2018-06-18,2,5,8,14,16,17,21,30,31,33,35,40,41,42,43,48,51,63,64,65,73,74
2018-06-21,4,5,6,21,22,24,28,31,33,38,39,40,41,43,48,53,61,62,65,66,70,80
2018-06-25,1,6,17,20,23,25,27,30,35,41,42,47,48,49,53,57,60,64,65,70,74,76
2018-06-28,5,6,11,18,19,21,23,24,26,28,32,36,39,41,46,54,55,56,74,76,78,79
2018-07-02,1,2,6,16,18,20,22,27,35,36,37,40,42,44,46,49,50,56,59,72,76,78
2018-07-05,2,10,12,13,14,16,18,24,27,28,29,38,45,51,52,55,59,62,67,72,75,77
2018-07-09,2,5,6,22,25,27,28,30,37,43,44,45,47,50,53,59,62,67,73,74,79,80
2018-07-12,6,10,19,22,23,31,33,36,46,47,48,51,54,55,56,59,60,63,64,68,78,79
2018-07-16,2,3,12,13,15,17,23,26,28,29,37,40,44,49,50,51,53,55,63,67,69,73
2018-07-19,3,4,7,8,12,15,19,21,24,25,26,30,32,33,39,43,44,61,67,69,70,78
2018-07-23,1,10,14,21,24,25,30,36,41,42,43,48,49,51,54,56,59,60,62,68,71,79
2018-07-26,7,9,20,22,24,25,34,36,39,42,44,47,49,50,55,59,60,61,62,65,66,73
2018-07-30,3,5,8,11,16,19,25,34,41,42,43,45,46,47,49,57,61,62,67,68,69,71
2018-08-02,1,4,20,21,24,28,29,30,31,34,38,39,42,43,44,49,50,51,52,56,67,68
2018-08-06,4,5,8,9,15,22,25,27,28,40,41,45,46,47,50,51,52,58,61,76,78,79
2018-08-09,4,6,11,12,17,23,27,35,36,37,40,43,51,52,53,56,57,62,70,78,79,80
2018-08-13,4,16,30,36,38,39,40,41,44,47,49,50,51,54,57,65,70,72,75,77,78,80
2018-08-16,1,3,5,13,17,22,24,25,33,34,36,41,46,51,53,54,59,66,67,73,75,79
2018-08-20,2,16,23,27,28,29,34,35,40,42,44,45,49,51,53,56,61,71,73,76,79,80
2018-08-23,4,8,10,13,15,16,19,21,27,28,32,34,37,44,48,53,55,58,60,66,67,79
2018-08-27,2,16,24,25,27,31,35,40,44,45,47,48,49,51,53,55,60,68,74,75,76,77
2018-08-30,1,9,11,12,17,18,21,29,32,33,35,37,38,44,51,55,62,63,74,75,77,80
2018-09-03,5,12,13,17,18,19,20,22,29,31,33,46,49,50,52,56,60,66,68,75,76,78
2018-09-06,3,4,7,8,14,15,23,25,29,33,48,49,51,56,58,66,68,69,70,72,75,78
2018-09-10,1,2,6,7,8,13,15,24,26,28,29,33,34,36,38,43,46,55,59,64,73,76
2018-09-13,10,11,16,18,24,27,29,30,31,33,35,36,40,45,49,58,62,66,72,74,75,79
2018-09-17,1,8,13,15,16,18,19,27,28,33,40,47,49,51,52,54,61,65,67,68,73,76
2018-09-20,1,3,9,12,20,21,22,24,27,35,36,38,42,44,54,58,59,61,70,72,76,78
2018-09-24,1,4,7,8,14,18,19,27,32,36,51,52,58,61,64,66,68,73,74,77,78,79
2018-09-27,15,16,17,24,28,33,35,42,43,45,47,48,51,53,56,61,62,63,65,75,78,79
2018-10-01,1,2,6,10,13,17,20,24,36,45,47,48,50,52,57,65,68,69,71,73,74,78
2018-10-04,3,8,11,13,14,23,26,27,34,43,46,52,53,54,56,58,59,61,72,73,75,79
2018-10-08,15,16,26,31,35,38,39,42,45,47,49,51,55,58,59,60,62,71,73,76,78,79
2018-10-11,4,5,10,13,20,23,24,28,36,44,45,47,49,52,54,57,60,66,69,75,77,79
2018-10-15,1,6,8,9,11,13,20,22,27,36,41,44,49,50,53,56,57,58,60,65,67,68
2018-10-18,8,10,13,15,23,24,25,29,32,33,34,36,37,38,41,42,47,58,66,71,75,78
2018-10-22,4,5,6,13,14,17,18,21,22,31,33,35,42,47,49,51,53,56,57,65,69,71
2018-10-25,2,12,17,27,30,31,33,34,39,41,42,43,44,48,49,51,56,57,58,66,69,77
2018-10-29,1,2,6,7,10,14,18,23,24,25,27,28,33,47,49,51,57,60,64,66,67,79
2018-11-01,5,6,7,21,26,28,29,30,32,34,40,41,52,53,54,55,58,69,71,72,78,79
2018-11-05,1,2,4,5,7,8,15,21,22,24,27,31,36,49,50,54,56,57,58,62,64,68
2018-11-08,2,4,5,6,7,9,14,18,32,35,44,52,53,55,58,59,61,62,63,65,72,75
2018-11-12,2,3,8,13,18,21,27,29,32,33,36,44,47,49,50,54,56,60,61,64,70,72
2018-11-15,3,7,8,17,18,22,23,24,32,38,47,48,49,50,58,63,64,66,67,71,73,77
2018-11-19,2,3,9,10,18,19,20,24,30,34,37,40,44,46,52,57,58,60,63,72,77,80
2018-11-22,6,9,13,16,19,25,26,30,31,35,37,41,42,44,47,55,61,63,64,67,74,80
2018-11-26,2,7,10,14,15,18,22,24,26,36,38,42,46,48,53,60,61,62,63,75,78,79
2018-11-29,2,6,7,10,17,21,25,27,29,32,33,40,42,43,47,49,60,63,70,71,74,79
2018-12-03,3,5,9,10,12,20,21,24,27,30,32,33,37,49,53,62,65,69,70,73,74,77
2018-12-06,4,12,14,15,17,20,22,25,31,32,33,38,40,47,48,52,53,58,61,62,68,75
2018-12-10,5,10,13,14,16,17,20,21,23,29,36,37,40,44,46,52,57,63,76,77,78,79
2018-12-13,6,8,10,11,15,16,21,25,26,28,30,34,39,43,47,58,59,63,66,72,79,80
2018-12-17,2,4,5,9,16,21,24,25,26,32,36,37,38,42,50,55,57,58,69,70,73,78
2018-12-20,3,8,18,19,28,29,30,32,34,41,43,49,51,53,57,58,64,66,72,75,78,80
2018-12-24,8,9,13,22,23,24,25,28,30,32,33,35,44,48,49,57,72,73,74,78,79,80
2018-12-27,8,13,19,24,26,30,34,38,40,41,45,47,48,49,51,59,69,70,73,78,79,80
2018-12-31,2,5,7,8,9,12,25,34,36,38,40,42,44,46,47,65,66,68,73,76,77,79
2019-01-03,7,10,12,13,20,25,26,28,29,31,32,43,44,47,48,49,58,64,69,70,71,72
2019-01-07,4,7,13,25,26,31,35,36,38,39,40,42,46,48,50,56,67,70,72,74,76,78
2019-01-10,3,5,9,13,14,26,27,37,41,43,46,47,49,50,51,58,60,64,67,69,72,79
2019-01-14,2,9,13,16,19,22,23,25,26,30,35,36,37,47,49,52,61,72,76,77,78,80
2019-01-17,9,15,16,18,21,24,25,27,30,31,32,35,38,44,45,46,48,52,53,68,78,79
2019-01-21,2,7,8,11,12,14,16,18,28,35,41,42,43,46,48,49,62,66,67,71,75,78
2019-01-24,1,8,11,13,15,26,29,30,33,37,44,45,52,57,59,61,63,67,69,71,75,76
2019-01-28,1,4,5,8,9,12,15,17,21,23,26,29,33,36,40,48,50,51,58,64,69,80
2019-01-31,9,10,11,15,18,21,28,33,36,37,42,43,44,46,56,61,62,65,68,70,79,80
2019-02-04,14,16,20,21,24,25,30,31,43,44,45,46,47,48,49,53,54,62,64,66,70,71
2019-02-07,6,15,16,17,18,21,24,25,27,29,32,33,40,43,45,48,60,67,68,70,71,80
2019-02-11,1,3,7,9,12,18,27,28,29,30,31,32,34,44,60,65,66,69,73,74,77,80
2019-02-14,4,7,9,15,20,22,24,27,31,32,33,36,37,43,46,51,62,65,70,71,76,78
2019-02-18,2,3,6,11,18,28,31,33,34,35,36,39,40,43,49,53,56,62,71,75,78,80
2019-02-21,1,2,5,7,9,10,24,26,31,34,36,40,42,43,49,62,70,71,75,77,78,80
2019-02-25,1,2,9,10,11,13,15,23,32,34,36,38,49,53,58,65,66,67,69,74,76,79
2019-02-28,1,3,6,12,20,24,28,33,34,41,43,44,46,48,49,50,54,56,62,63,66,73
2019-03-04,2,3,4,6,8,14,21,23,25,26,28,35,36,47,49,53,57,62,65,67,69,74
2019-03-07,3,8,10,14,17,18,20,21,22,25,29,34,44,48,49,54,56,61,67,71,74,75
2019-03-11,2,3,5,6,19,23,24,25,27,36,42,54,55,60,62,63,68,71,72,73,77,79
2019-03-14,2,4,7,9,21,24,25,32,36,42,43,46,47,50,51,54,64,65,67,75,78,80
2019-03-18,3,8,13,14,17,19,23,28,30,35,40,43,51,52,58,59,66,68,70,75,76,77
2019-03-21,1,9,12,14,15,19,21,24,27,28,31,32,33,36,40,49,53,57,59,66,73,75
2019-03-25,6,7,10,11,15,20,21,22,30,32,35,36,37,41,45,46,48,71,72,74,75,76
2019-03-28,8,9,10,17,18,19,22,35,36,38,44,49,53,57,58,59,61,63,70,71,75,79
2019-04-01,2,3,7,13,21,22,23,26,27,34,38,40,42,48,51,53,61,65,66,69,74,80
2019-04-04,8,15,24,25,36,37,41,43,45,46,51,55,57,61,63,66,71,72,74,76,78,79
2019-04-08,2,4,7,10,12,18,25,32,33,38,45,49,50,53,58,64,65,71,72,73,77,80
2019-04-11,2,13,14,15,20,27,28,32,33,38,39,40,41,43,47,48,49,50,62,65,72,74
2019-04-15,1,9,15,16,18,20,21,27,29,32,48,49,53,59,62,63,66,69,71,73,77,78
2019-04-18,1,2,6,7,11,13,17,23,29,30,33,38,47,49,51,55,68,72,73,74,78,79
2019-04-22,8,9,10,13,15,22,24,27,29,30,33,35,36,38,44,45,46,57,59,63,74,78
2019-04-25,3,11,12,13,16,24,25,26,35,38,44,47,49,51,52,53,59,65,73,75,76,80
2019-04-29,2,9,10,17,18,20,30,32,33,34,37,42,44,46,56,60,64,65,67,70,71,72
2019-05-02,1,6,10,22,24,29,30,32,34,43,44,47,49,53,58,63,65,68,71,74,76,79
2019-05-06,3,11,13,14,30,34,36,37,38,43,45,47,49,54,56,62,63,71,73,76,77,78
2019-05-09,1,4,6,10,20,22,24,26,29,34,36,48,53,56,59,61,62,64,65,67,70,80
2019-05-13,2,8,10,11,12,14,15,29,30,31,47,50,51,54,56,58,59,66,69,71,79,80
2019-05-16,1,6,12,13,21,25,27,33,38,43,44,48,49,50,53,55,59,61,65,69,71,76
2019-05-20,3,5,6,8,9,20,26,28,32,33,37,45,46,47,50,58,66,67,70,77,78,79
2019-05-23,1,4,5,12,14,17,18,23,33,34,36,37,42,47,53,57,62,65,73,75,77,79
2019-05-27,13,14,18,21,23,26,28,32,37,39,40,41,43,44,46,47,49,54,59,70,71,77
2019-05-30,13,15,18,19,29,32,38,40,41,42,43,48,49,51,59,60,61,71,73,74,75,77
2019-06-03,4,9,13,20,29,30,37,42,43,45,51,52,53,55,56,61,63,65,68,70,78,79
2019-06-06,1,3,10,11,28,30,34,43,45,46,48,49,51,52,53,55,65,68,70,72,74,80
2019-06-10,2,7,13,20,23,27,29,31,33,47,48,52,53,57,62,65,67,70,73,77,78,79
2019-06-13,1,6,8,12,13,19,20,30,35,36,38,44,51,57,58,60,63,64,65,66,68,73
2019-06-17,4,8,10,11,12,14,21,27,29,33,35,38,40,44,46,48,53,60,65,72,74,77
2019-06-20,5,8,9,10,11,12,16,21,23,30,32,33,34,37,38,44,49,57,59,69,71,72
2019-06-24,5,12,15,18,22,23,24,27,29,31,32,36,43,45,52,54,55,61,64,76,77,79
2019-06-27,5,9,19,23,25,30,31,35,40,44,46,51,53,54,55,57,58,61,74,77,78,79
2019-07-01,1,2,4,12,16,20,23,26,32,40,43,45,47,48,49,53,55,59,63,70,72,79
2019-07-04,1,2,4,9,25,26,32,33,34,41,42,47,51,58,60,63,64,66,70,72,73,80
2019-07-08,1,3,4,15,18,19,21,22,23,26,30,35,38,50,55,58,59,65,66,70,72,80
2019-07-11,10,11,15,17,21,23,25,28,29,31,34,40,47,48,57,59,64,69,70,71,78,79
2019-07-15,1,7,9,24,30,31,33,36,40,42,47,48,51,52,54,55,57,59,61,62,69,79
2019-07-18,8,9,12,21,23,27,37,41,42,45,54,59,63,68,70,71,73,74,75,77,79,80
2019-07-22,14,15,16,21,24,25,32,33,37,38,39,42,46,47,54,55,60,66,67,70,71,73
2019-07-25,3,7,13,19,26,31,34,39,40,41,48,50,52,54,57,59,61,66,67,69,75,77
2019-07-29,12,14,15,25,26,27,28,36,43,45,58,60,62,63,67,68,70,74,76,78,79,80
2019-08-01,9,10,12,20,22,23,24,26,30,31,34,37,43,44,48,52,53,57,60,64,69,75
2019-08-05,2,3,7,8,9,12,14,15,17,21,22,30,33,34,42,43,49,50,56,66,72,75
2019-08-08,3,4,10,12,17,21,22,23,25,28,30,39,42,43,52,53,57,58,59,65,66,70
2019-08-12,6,7,9,14,18,27,29,32,33,34,35,40,45,49,56,64,65,68,70,76,78,79
2019-08-15,2,9,12,16,17,22,24,29,30,34,38,42,48,49,52,53,54,58,60,63,75,76
2019-08-19,1,2,3,6,18,21,26,37,38,43,47,48,51,58,60,62,65,68,69,71,73,77
2019-08-22,2,7,19,22,32,36,38,47,51,53,55,56,60,62,64,69,70,72,73,74,76,79
2019-08-26,1,9,13,15,16,18,24,25,30,31,35,39,43,44,51,56,61,70,72,74,78,80
2019-08-29,1,2,4,12,13,17,18,19,20,21,27,28,31,33,34,39,48,49,58,71,75,78
2019-09-02,2,5,11,13,18,20,25,26,27,29,31,32,38,42,47,49,60,62,63,68,72,76
2019-09-05,2,3,6,7,8,14,32,38,39,41,42,44,46,47,49,60,61,62,65,66,68,72
2019-09-09,1,11,14,19,21,29,34,38,42,43,46,47,51,59,63,65,67,69,76,77,78,79
2019-09-12,1,14,17,18,23,25,28,36,40,44,45,46,50,53,54,55,58,59,66,67,68,71
2019-09-16,1,6,12,23,26,27,28,31,33,34,39,44,47,52,54,59,60,67,68,70,78,80
2019-09-19,7,12,14,18,23,27,31,33,43,44,46,49,50,52,53,62,63,64,70,73,78,80
2019-09-23,1,4,6,8,13,19,27,30,32,33,35,39,43,49,53,59,61,62,65,69,72,75
2019-09-26,6,16,21,22,25,30,36,44,45,49,50,53,57,59,61,66,72,73,74,75,78,80
2019-09-30,3,10,11,15,22,23,24,25,28,29,31,33,34,40,41,42,53,59,62,71,72,78
2019-10-03,4,7,13,15,21,24,25,31,34,39,40,44,46,49,50,56,61,62,67,70,74,75
2019-10-07,2,4,11,13,15,17,22,23,30,37,38,40,46,50,51,52,56,67,71,74,75,79
2019-10-10,17,22,23,25,29,31,34,37,39,45,49,54,56,60,62,63,66,70,71,72,78,80
2019-10-14,3,7,8,10,19,20,26,28,32,35,39,44,46,49,51,53,54,59,67,72,77,79
2019-10-17,1,2,6,8,9,11,16,17,23,24,26,27,38,40,48,54,58,60,66,72,75,77
2019-10-21,5,8,11,13,20,25,34,37,44,48,51,54,57,60,63,65,69,71,74,75,76,78
2019-10-24,1,2,9,10,11,12,14,17,25,26,29,33,34,36,41,50,60,63,71,73,77,79
2019-10-28,3,5,9,10,13,17,20,21,34,35,36,38,43,46,47,52,62,67,68,69,75,78
2019-10-31,1,2,10,15,21,24,29,33,40,41,42,43,44,48,53,55,56,59,61,64,65,77
2019-11-04,2,9,12,15,20,21,23,26,27,30,36,38,42,43,47,48,53,60,68,70,74,76
2019-11-07,1,5,8,13,18,28,31,32,33,37,39,40,51,54,59,63,68,69,71,77,79,80
2019-11-11,14,15,16,22,24,25,27,32,33,36,43,44,54,55,56,58,60,61,65,73,77,79
2019-11-14,15,16,18,19,22,25,29,30,32,34,39,44,45,46,49,67,68,70,71,75,78,79
2019-11-18,3,10,12,13,14,16,19,21,22,29,38,46,48,52,57,58,59,61,65,71,74,78
2019-11-21,1,6,9,12,17,18,21,34,38,40,42,44,49,50,51,52,64,70,75,77,78,79
2019-11-25,4,8,12,13,16,17,27,31,33,38,41,43,46,49,51,66,68,71,73,74,79,80
2019-11-28,3,8,9,15,18,19,20,21,25,28,30,36,40,43,46,49,57,61,64,69,71,72
2019-12-02,2,4,7,9,10,12,14,16,18,20,34,42,45,51,55,56,61,62,65,69,76,79
2019-12-05,1,6,8,15,20,23,24,25,31,36,39,42,45,46,49,50,54,55,56,58,65,75
2019-12-09,6,13,21,24,27,29,31,34,35,36,39,44,53,55,57,59,63,66,68,77,79,80
2019-12-12,1,4,7,8,10,11,17,21,26,27,29,32,36,37,40,44,47,50,60,64,67,73
2019-12-16,3,7,14,16,35,37,39,40,46,47,51,56,60,61,62,66,68,69,71,75,76,78
2019-12-19,1,2,13,22,24,26,27,32,35,40,42,46,47,51,54,59,62,65,67,68,71,78
2019-12-23,2,10,17,26,38,39,40,46,50,56,57,58,59,61,63,66,68,71,72,74,75,79
2019-12-26,1,9,14,17,21,24,26,30,33,36,41,49,53,60,62,63,66,68,69,74,76,78
2019-12-30,12,20,22,24,25,26,29,30,34,35,36,37,44,48,49,53,54,58,60,65,74,79
2020-01-02,14,20,24,27,29,30,31,34,36,39,42,43,53,56,60,63,67,69,70,74,79,80
2020-01-06,3,6,8,13,14,15,22,24,25,31,32,38,42,43,46,47,52,58,64,68,75,76
2020-01-09,1,3,7,8,13,14,15,19,26,40,41,47,50,52,53,58,60,62,71,73,78,79
2020-01-13,9,10,13,17,26,27,31,35,39,40,42,45,49,51,55,57,62,68,72,75,79,80
2020-01-16,4,6,10,12,13,15,18,22,33,37,40,41,42,44,46,48,50,53,55,58,73,78
2020-01-20,3,5,10,13,14,17,18,20,22,24,28,29,31,34,39,41,43,50,54,58,64,71
